environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,episode_length,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active
CartPole-v1,gpomdp_logbarrier_handoff,102,0,0,9.333333333333334,21.666666666666668,9.333333333333334,0.6919313073158264,0.4770027995109558,0.45998114347457886,-0.6943644285202026,16.069172515736582,True
CartPole-v1,gpomdp_logbarrier_handoff,102,3,1536,30.0,16.0,30.0,0.6927308440208435,0.48773595690727234,0.47081083059310913,-0.6935637593269348,16.069172515736582,True
CartPole-v1,gpomdp_logbarrier_handoff,102,6,3072,94.0,21.666666666666668,94.0,0.6925397515296936,0.48639217019081116,0.45606523752212524,-0.6937552094459534,16.069172515736582,True
CartPole-v1,gpomdp_logbarrier_handoff,102,7,3584,89.0,16.666666666666668,89.0,0.6919402480125427,0.4798460006713867,0.4458672106266022,-0.6943566203117371,16.069172515736582,True
CartPole-v1,gpomdp_logbarrier_handoff,102,8,4096,94.66666666666667,30.0,94.66666666666667,0.6922414302825928,0.48387399315834045,0.4386543929576874,-0.694054901599884,0.0,False
CartPole-v1,gpomdp_logbarrier_handoff,102,9,4608,47.0,29.0,47.0,0.6921319961547852,0.4816013276576996,0.4491700828075409,-0.6941639184951782,0.0,False
CartPole-v1,gpomdp_logbarrier_handoff,102,10,5120,45.0,22.0,45.0,0.6916016340255737,0.47611895203590393,0.4412709176540375,-0.6946961283683777,0.0,False
CartPole-v1,gpomdp_logbarrier_handoff,102,12,6144,77.66666666666667,27.0,77.66666666666667,0.6916882395744324,0.47873950004577637,0.42985066771507263,-0.6946101784706116,0.0,False
CartPole-v1,gpomdp_logbarrier_handoff,102,15,7680,160.66666666666666,19.333333333333332,160.66666666666666,0.6898958683013916,0.46666237711906433,0.40918317437171936,-0.6964151859283447,0.0,False
CartPole-v1,gpomdp_logbarrier_handoff,102,18,9216,45.666666666666664,15.333333333333334,45.666666666666664,0.6885005831718445,0.4588035047054291,0.4015856385231018,-0.6978230476379395,0.0,False
CartPole-v1,gpomdp_logbarrier_handoff,102,21,10752,41.333333333333336,28.333333333333332,41.333333333333336,0.6885080337524414,0.46145328879356384,0.38670775294303894,-0.6978258490562439,0.0,False
CartPole-v1,gpomdp_logbarrier_handoff,102,24,12288,41.333333333333336,16.0,41.333333333333336,0.6853024959564209,0.44656848907470703,0.37500059604644775,-0.7010781764984131,0.0,False
CartPole-v1,gpomdp_logbarrier_handoff,102,27,13824,47.666666666666664,44.666666666666664,47.666666666666664,0.6864542961120605,0.4551154673099518,0.32221195101737976,-0.6999505162239075,0.0,False
CartPole-v1,gpomdp_logbarrier_handoff,102,30,15360,71.33333333333333,27.666666666666668,71.33333333333333,0.6845830678939819,0.44835004210472107,0.33288031816482544,-0.7018610239028931,0.0,False
