method,initialization,n_trajectories,seed,finite,invalid_solve_count,final_return,final_q,final_pi1_good,near_optimal_basin,first_delta_safe_positive_update,zero_s1_batch_fraction
sampled_pg_reward_only,uniform,4,91000,True,0,0.7363904964832654,0.7688848645618178,0.862804456859649,False,103,0.07
sampled_pg_reward_only,uniform,4,91001,True,0,0.7001831849869204,0.7210082444906462,0.841939130572715,False,117,0.128
sampled_pg_reward_only,uniform,4,91002,True,0,0.6829425491872736,0.6947890213747445,0.8349642183668263,False,133,0.146
sampled_pg_reward_only,uniform,4,91003,True,0,0.7327962055315141,0.7630438616744126,0.8606097237397143,False,117,0.128
sampled_pg_reward_only,uniform,4,91004,True,0,0.7301133989502421,0.7597430870122056,0.8589197546614749,False,98,0.112
sampled_pg_reward_only,uniform,4,91005,True,0,0.6935474020967586,0.7048001160418402,0.8428941974728011,False,104,0.098
sampled_pg_reward_only,uniform,4,91006,True,0,0.8006735798971926,0.8454170060786773,0.8952576541225806,False,84,0.06
sampled_pg_reward_only,uniform,4,91007,True,0,0.7011397798056572,0.7215974656514074,0.8434578253884603,False,118,0.108
sampled_pg_reward_only,uniform,4,91008,True,0,0.5025494390117209,0.31872637134999315,0.7095825185476299,False,134,0.266
sampled_pg_reward_only,uniform,4,91009,True,0,0.6449749380926185,0.6381441160566942,0.8112075655537764,False,114,0.158
sampled_pg_reward_only,uniform,4,91010,True,0,0.731850595753332,0.7575712889488629,0.8638389893384146,False,123,0.09
sampled_pg_reward_only,uniform,4,91011,True,0,0.7635067307923652,0.8064937748331162,0.8742870356821578,False,118,0.098
sampled_pg_reward_only,uniform,4,91012,True,0,0.7496878682088408,0.7862132767790969,0.8684949706491103,False,101,0.09
sampled_pg_reward_only,uniform,4,91013,True,0,0.7684107488755191,0.8135456648897152,0.8751432487386503,False,93,0.082
sampled_pg_reward_only,uniform,4,91014,True,0,0.5512166255699587,0.4332338656451941,0.7638646220328117,False,132,0.226
sampled_pg_reward_only,uniform,4,91015,True,0,0.7620253253711976,0.796814623393381,0.8773943146909804,False,89,0.092
sampled_pg_reward_only,uniform,4,91016,True,0,0.6864122520079575,0.694004204295987,0.8392363255471637,False,120,0.096
sampled_pg_reward_only,uniform,4,91017,True,0,0.6927968389237915,0.7011561854543515,0.8442140486919294,False,119,0.118
sampled_pg_reward_only,uniform,4,91018,True,0,0.7792960815027113,0.8227829563709144,0.8832452515941551,False,104,0.068
sampled_pg_reward_only,uniform,4,91019,True,0,0.704639914921093,0.7304505558592377,0.8432387463920313,False,128,0.116
sampled_pg_reward_only,uniform,4,91020,True,0,0.6341732496088922,0.6114429978384823,0.8106790325358331,False,117,0.17
sampled_pg_reward_only,uniform,4,91021,True,0,0.5641051068782501,0.48617905901708963,0.7576902107396036,False,152,0.224
sampled_pg_reward_only,uniform,4,91022,True,0,0.7924696117820768,0.8384061508461262,0.8892449886993249,False,88,0.086
sampled_pg_reward_only,uniform,4,91023,True,0,0.6432592688713797,0.6397754320699713,0.8076334057298874,False,150,0.174
sampled_pg_reward_only,uniform,4,91024,True,0,0.7351895028444941,0.7735803006511364,0.8578710385304266,False,133,0.142
sampled_pg_reward_only,uniform,4,91025,True,0,0.6939271714653681,0.7170234358316679,0.8367157350683683,False,132,0.132
sampled_pg_reward_only,uniform,4,91026,True,0,0.47166198632147616,0.21445029325911305,0.6526950987241394,False,161,0.364
sampled_pg_reward_only,uniform,4,91027,True,0,0.7025614710475507,0.7319674123831844,0.8394795960295411,False,123,0.112
sampled_pg_reward_only,uniform,4,91028,True,0,0.644166810085215,0.6248327874945037,0.818157831213615,False,122,0.148
sampled_pg_reward_only,uniform,4,91029,True,0,0.694311798973544,0.7143901664658108,0.838363146792194,False,129,0.142
sampled_pg_reward_only,uniform,4,91030,True,0,0.6767914622127873,0.6880007854905288,0.8290150893249166,False,129,0.136
sampled_pg_reward_only,uniform,4,91031,True,0,0.8147821891316893,0.8597963557697724,0.9025749259512763,False,84,0.066
sampled_pg_reward_only,uniform,4,91032,True,0,0.7376125135078903,0.7671646909465291,0.8648692128685834,False,99,0.104
sampled_pg_reward_only,uniform,4,91033,True,0,0.7315668344049079,0.7645362819610071,0.8579332266786519,False,108,0.084
sampled_pg_reward_only,uniform,4,91034,True,0,0.6725158939441825,0.6780759787183384,0.8300099862421352,False,111,0.144
sampled_pg_reward_only,uniform,4,91035,True,0,0.6066280212453657,0.5753196315551096,0.7858462310071738,False,147,0.17
sampled_pg_reward_only,uniform,4,91036,True,0,0.6167945658876803,0.5896570413667415,0.7951385088578717,False,170,0.184
sampled_pg_reward_only,uniform,4,91037,True,0,0.7737579188145298,0.8143621435816748,0.8813864370943417,False,99,0.082
sampled_pg_reward_only,uniform,4,91038,True,0,0.6559795966851589,0.6370439060722459,0.8274239393292461,False,118,0.146
sampled_pg_reward_only,uniform,4,91039,True,0,0.6612871056165792,0.6565125251089714,0.8243998478309083,False,142,0.158
sampled_pg_reward_only,uniform,4,91040,True,0,0.705248571315192,0.7131475339531085,0.853781838193259,False,126,0.106
sampled_pg_reward_only,uniform,4,91041,True,0,0.6876061738842844,0.7046893121624296,0.8348717673501973,False,119,0.13
sampled_pg_reward_only,uniform,4,91042,True,0,0.7698046745334477,0.8070194138850608,0.8810651131301169,False,115,0.064
